A,0.0,0.0,0.0,-0.088685,-0.081325,-0.03264,-0.152076,-0.223721,-0.043899,-0.175067,-0.339473,-0.053568,-0.143213,-0.397021,-0.050021,-0.090427,-0.340213,-0.005924,-0.101838,-0.407504,-0.047923,-0.103404,-0.297068,-0.065202,-0.09239,-0.285537,-0.074321,-0.027582,-0.328711,-0.003109,-0.045965,-0.386389,-0.042345,-0.054008,-0.25537,-0.037775,-0.040503,-0.263211,-0.02756,0.033401,-0.306767,-0.009767,0.016718,-0.365666,-0.046247,-0.001288,-0.247205,-0.017085,0.012344,-0.240615,0.009526,0.089092,-0.2783,-0.020474,0.071801,-0.327345,-0.035057,0.048869,-0.248993,-0.013435,0.058386,-0.234491,0.00625
A,0.0,0.0,0.0,-0.087632,-0.079977,-0.032868,-0.150929,-0.224236,-0.044118,-0.174684,-0.339344,-0.053666,-0.146201,-0.396438,-0.050208,-0.089334,-0.339661,-0.007348,-0.100851,-0.407297,-0.049521,-0.10245,-0.296031,-0.06684,-0.090776,-0.285026,-0.076064,-0.026318,-0.326922,-0.004571,-0.044963,-0.385798,-0.044215,-0.053093,-0.254497,-0.039764,-0.039226,-0.262128,-0.029615,0.034463,-0.304498,-0.011211,0.017174,-0.364192,-0.048363,-0.000834,-0.245232,-0.019774,0.013348,-0.239135,0.006561,0.090434,-0.276573,-0.021798,0.07192,-0.326215,-0.036831,0.049727,-0.247355,-0.015647,0.060007,-0.233032,0.003669
A,0.0,0.0,0.0,-0.089096,-0.083719,-0.033956,-0.152119,-0.222039,-0.04626,-0.174654,-0.338168,-0.056875,-0.142084,-0.39841,-0.054009,-0.089711,-0.339863,-0.005895,-0.103043,-0.406306,-0.049086,-0.103529,-0.296411,-0.067173,-0.091745,-0.284634,-0.07642,-0.02725,-0.328434,-0.002356,-0.046657,-0.385178,-0.042839,-0.054005,-0.254301,-0.038868,-0.04026,-0.263154,-0.028727,0.033834,-0.306521,-0.008502,0.0174,-0.36531,-0.045811,-0.000807,-0.248286,-0.016503,0.01222,-0.242477,0.010642,0.088585,-0.278227,-0.018889,0.074068,-0.327577,-0.033759,0.050104,-0.250826,-0.011921,0.058258,-0.236592,0.008292
A,0.0,0.0,0.0,-0.089457,-0.082913,-0.034319,-0.153424,-0.221405,-0.046883,-0.175668,-0.337902,-0.057569,-0.141879,-0.397248,-0.054699,-0.091083,-0.339674,-0.007015,-0.105053,-0.405625,-0.049788,-0.105113,-0.295937,-0.067185,-0.093216,-0.285823,-0.076194,-0.028193,-0.329078,-0.003373,-0.048648,-0.384342,-0.043659,-0.055399,-0.253962,-0.039317,-0.041509,-0.264619,-0.029089,0.032819,-0.307795,-0.009394,0.014846,-0.364102,-0.046634,-0.002382,-0.247108,-0.017522,0.011376,-0.243099,0.009242,0.087769,-0.279979,-0.019652,0.070838,-0.325858,-0.034634,0.048183,-0.248752,-0.013408,0.05775,-0.236214,0.006158
A,0.0,0.0,0.0,-0.088756,-0.080816,-0.034314,-0.153601,-0.223677,-0.047198,-0.175807,-0.34046,-0.058069,-0.140218,-0.398256,-0.05526,-0.089533,-0.339472,-0.009817,-0.102989,-0.406538,-0.053014,-0.104486,-0.294184,-0.069979,-0.091129,-0.284591,-0.079217,-0.026681,-0.327264,-0.006648,-0.046899,-0.386428,-0.048362,-0.055011,-0.252658,-0.043048,-0.039767,-0.261861,-0.031925,0.033611,-0.30559,-0.013061,0.015195,-0.36521,-0.051181,-0.00226,-0.245392,-0.020993,0.012821,-0.241146,0.006479,0.088632,-0.278028,-0.023664,0.07032,-0.325944,-0.039415,0.048456,-0.24671,-0.018264,0.059537,-0.234258,0.001035
A,0.0,0.0,0.0,-0.088011,-0.079233,-0.03493,-0.153003,-0.221456,-0.047546,-0.176122,-0.338034,-0.05794,-0.141673,-0.397366,-0.0549,-0.089955,-0.338719,-0.009567,-0.102688,-0.405645,-0.052347,-0.103944,-0.293253,-0.069408,-0.092329,-0.283077,-0.078465,-0.026718,-0.326526,-0.005714,-0.045421,-0.383968,-0.046575,-0.053579,-0.250825,-0.042109,-0.040896,-0.259788,-0.031723,0.034341,-0.30487,-0.011366,0.017836,-0.36264,-0.049304,1.2e-05,-0.242975,-0.019847,0.012811,-0.238058,0.0072,0.090041,-0.277467,-0.021145,0.073904,-0.325035,-0.036697,0.051644,-0.245324,-0.015225,0.060687,-0.232425,0.004457
A,0.0,0.0,0.0,-0.088234,-0.079937,-0.037562,-0.153846,-0.223147,-0.050991,-0.176119,-0.339829,-0.061517,-0.14237,-0.396656,-0.058187,-0.093143,-0.341453,-0.011358,-0.10239,-0.407368,-0.054283,-0.104264,-0.295577,-0.071402,-0.093604,-0.288376,-0.08096,-0.028722,-0.329218,-0.006359,-0.045444,-0.38608,-0.047186,-0.054653,-0.252588,-0.041913,-0.041504,-0.264157,-0.03117,0.032415,-0.307102,-0.01128,0.016635,-0.36496,-0.049287,-0.001074,-0.245308,-0.01948,0.012702,-0.24187,0.007511,0.087716,-0.278931,-0.020672,0.071488,-0.32475,-0.037448,0.049839,-0.245371,-0.017164,0.060198,-0.23329,0.001521
A,0.0,0.0,0.0,-0.088654,-0.080369,-0.034551,-0.153781,-0.221569,-0.047185,-0.177165,-0.33729,-0.057609,-0.144938,-0.39652,-0.054468,-0.092931,-0.339636,-0.01095,-0.104629,-0.407727,-0.053373,-0.105152,-0.295932,-0.069656,-0.094133,-0.284975,-0.078195,-0.029363,-0.32823,-0.007419,-0.048006,-0.385629,-0.04748,-0.054969,-0.252827,-0.04229,-0.04221,-0.262117,-0.031866,0.032156,-0.30688,-0.013227,0.015148,-0.36555,-0.050803,-0.001602,-0.245455,-0.021023,0.011031,-0.240277,0.005814,0.087559,-0.279059,-0.023135,0.071187,-0.327286,-0.039386,0.049006,-0.247071,-0.018095,0.058007,-0.233005,0.001399
A,0.0,0.0,0.0,-0.089152,-0.080489,-0.034769,-0.154812,-0.221853,-0.047073,-0.178105,-0.337381,-0.05699,-0.145872,-0.394713,-0.053304,-0.093432,-0.339446,-0.010848,-0.104636,-0.406972,-0.053029,-0.105332,-0.295065,-0.069399,-0.094407,-0.284735,-0.078175,-0.029537,-0.327272,-0.006954,-0.047673,-0.385073,-0.046854,-0.055154,-0.251983,-0.041675,-0.042355,-0.261303,-0.031329,0.031936,-0.305581,-0.012404,0.015459,-0.364833,-0.049451,-0.001754,-0.244889,-0.019385,0.011011,-0.239442,0.007508,0.087131,-0.277686,-0.022021,0.071428,-0.326062,-0.037807,0.049104,-0.246215,-0.016356,0.058001,-0.232301,0.003122
A,0.0,0.0,0.0,-0.089696,-0.081504,-0.035315,-0.154906,-0.223185,-0.047262,-0.179308,-0.339562,-0.056615,-0.146831,-0.399251,-0.052154,-0.094204,-0.342044,-0.009266,-0.104942,-0.40907,-0.051485,-0.105068,-0.298059,-0.068245,-0.095463,-0.288231,-0.076938,-0.030484,-0.330734,-0.004556,-0.047838,-0.386517,-0.044311,-0.054555,-0.253774,-0.04017,-0.043067,-0.264196,-0.030306,0.03171,-0.309281,-0.009273,0.015654,-0.366796,-0.045802,-0.000736,-0.247714,-0.016535,0.011349,-0.243606,0.010012,0.087286,-0.281993,-0.018179,0.072147,-0.32891,-0.032912,0.050644,-0.250101,-0.011272,0.059424,-0.237371,0.008507
